MAGs	seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
GFS_2572	GFS_2572_185	2992	No terminal repeats	NA	2	11	0.906	NA	1	1.6609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2586	GFS_2586_660	4998	No terminal repeats	NA	7	11	0.9688	NA	2	4.6192	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2586	GFS_2586_1125	12462	No terminal repeats	NA	17	11	0.961	NA	1	6.6306	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2586	GFS_2586_323	1726	No terminal repeats	NA	3	11	0.8825	NA	1	3.4351	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2586	GFS_2586_1641	2370	No terminal repeats	NA	5	11	0.8588	NA	2	2.9561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2587	GFS_2587_1311	1114	No terminal repeats	NA	2	11	0.9471	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2591	GFS_2591_21|provirus_2_69850	69849	Provirus	2-69850	78	11	0.8413	NA	6	15.1754	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2625	GFS_2625_38	6766	No terminal repeats	NA	9	11	0.9348	NA	1	2.4682	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2625	GFS_2625_413	12307	No terminal repeats	NA	14	11	0.902	NA	1	4.7929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2625	GFS_2625_41	2543	No terminal repeats	NA	5	11	0.9016	NA	2	2.8852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2625	GFS_2625_319	1933	No terminal repeats	NA	1	11	0.8287	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Duplopiviricetes;Durnavirales
GFS_2644	GFS_2644_689	1258	No terminal repeats	NA	2	11	0.9596	NA	1	2.887	Viruses;Varidnaviria;Bamfordvirae
GFS_2644	GFS_2644_578	1412	No terminal repeats	NA	2	11	0.9405	NA	1	1.7165	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GFS_2644	GFS_2644_789	1101	No terminal repeats	NA	4	11	0.9274	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GFS_2644	GFS_2644_837	3084	No terminal repeats	NA	4	11	0.8628	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2647	GFS_2647_31	41951	DTR	NA	55	11	0.9337	NA	7	39.1672	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2649	GFS_2649_116	3705	No terminal repeats	NA	6	11	0.9224	NA	1	2.7922	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2676	GFS_2676_591	8160	No terminal repeats	NA	10	11	0.8372	NA	1	7.5247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2676	GFS_2676_435	9810	No terminal repeats	NA	15	11	0.8099	NA	6	13.466	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2718	GFS_2718_555	1244	No terminal repeats	NA	3	11	0.8226	NA	1	2.711	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2724	GFS_2724_121	31643	No terminal repeats	NA	33	11	0.9774	NA	1	26.039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2729	GFS_2729_568	2753	No terminal repeats	NA	5	11	0.9658	NA	1	2.9038	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2735	GFS_2735_1076	44418	No terminal repeats	NA	47	11	0.9792	NA	1	30.3915	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GFS_2735	GFS_2735_982	1124	No terminal repeats	NA	1	11	0.9601	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2750	GFS_2750_103	10197	No terminal repeats	NA	9	11	0.9747	NA	2	6.0034	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2750	GFS_2750_193	1421	No terminal repeats	NA	5	11	0.9685	NA	1	2.8334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2750	GFS_2750_82	1799	No terminal repeats	NA	3	11	0.926	NA	1	1.7183	Unclassified
GFS_2750	GFS_2750_424	2810	No terminal repeats	NA	3	11	0.8975	NA	1	1.6609	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2750	GFS_2750_344	1118	No terminal repeats	NA	2	11	0.8913	NA	1	1.6307	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2771	GFS_2771_521	5296	No terminal repeats	NA	5	11	0.9626	NA	1	2.743	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2774	GFS_2774_232	10181	No terminal repeats	NA	10	11	0.9738	NA	4	9.4948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2787	GFS_2787_494	3228	No terminal repeats	NA	7	11	0.8835	NA	1	2.4046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2796	GFS_2796_295	5503	No terminal repeats	NA	6	11	0.874	NA	1	3.5123	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2847	GFS_2847_327	26284	No terminal repeats	NA	44	11	0.9635	NA	7	28.1074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2847	GFS_2847_560	6653	No terminal repeats	NA	10	11	0.8772	NA	6	12.9735	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_287	GFS_287_139	2899	No terminal repeats	NA	6	11	0.9798	NA	2	9.1433	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2886	GFS_2886_593	1060	No terminal repeats	NA	1	11	0.8059	NA	1	1.7183	Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Patatavirales
GFS_2900	GFS_2900_569	1358	No terminal repeats	NA	2	11	0.8876	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2900	GFS_2900_917	2727	No terminal repeats	NA	6	11	0.8832	NA	1	3.2235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2900	GFS_2900_171	1986	No terminal repeats	NA	2	11	0.84	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2983	GFS_2983_777	1224	No terminal repeats	NA	4	11	0.9098	NA	1	5.1508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_2983	GFS_2983_168	5021	No terminal repeats	NA	9	11	0.8097	NA	5	12.7737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3013	GFS_3013_1360	1613	No terminal repeats	NA	1	11	0.9063	NA	1	1.6244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3044	GFS_3044_76|provirus_28950_37046	8097	Provirus	28950-37046	11	11	0.8151	NA	5	11.4219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3054	GFS_3054_939	2701	No terminal repeats	NA	4	11	0.9116	NA	2	4.6412	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3054	GFS_3054_302	1713	No terminal repeats	NA	1	11	0.8574	NA	1	1.6841	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3054	GFS_3054_726	3306	No terminal repeats	NA	1	11	0.8315	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3055	GFS_3055_51	40306	No terminal repeats	NA	69	4	0.9143	NA	3	24.3828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3080	GFS_3080_532|provirus_1_15926	15926	Provirus	1-15926	23	11	0.8562	NA	2	8.8924	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3093	GFS_3093_110	37461	DTR	NA	53	11	0.9706	NA	12	31.6883	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3094	GFS_3094_48|provirus_4903_14692	9790	Provirus	4903-14692	9	11	0.8016	NA	4	6.6254	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3107	GFS_3107_448	5231	No terminal repeats	NA	9	11	0.9722	NA	1	4.6672	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3114	GFS_3114_124|provirus_14497_30374	15878	Provirus	14497-30374	14	11	0.8947	NA	5	14.6409	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3150	GFS_3150_55	86144	No terminal repeats	NA	121	11	0.9688	NA	9	69.1989	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3150	GFS_3150_276	5566	No terminal repeats	NA	6	11	0.9137	NA	1	2.0599	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3239	GFS_3239_162	49552	No terminal repeats	NA	57	11	0.9756	NA	6	44.4281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales
GFS_3239	GFS_3239_99	16462	No terminal repeats	NA	12	11	0.8225	NA	1	5.0093	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3241	GFS_3241_1357	1576	No terminal repeats	NA	3	11	0.8936	NA	1	3.007	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3253	GFS_3253_116	55368	DTR	NA	77	11	0.9744	NA	10	77.5428	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3299	GFS_3299_334	1895	No terminal repeats	NA	3	11	0.9271	NA	3	4.1973	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3339	GFS_3339_240	7464	No terminal repeats	NA	7	11	0.9755	NA	2	4.3648	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3339	GFS_3339_706	5043	No terminal repeats	NA	11	11	0.9742	NA	1	5.1353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3339	GFS_3339_427	2252	No terminal repeats	NA	5	11	0.9621	NA	2	4.5564	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3339	GFS_3339_231	2119	No terminal repeats	NA	1	11	0.8446	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3344	GFS_3344_378	1054	No terminal repeats	NA	2	11	0.8677	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_335	GFS_335_369	5156	No terminal repeats	NA	10	11	0.9167	NA	6	12.7382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3356	GFS_3356_168|provirus_218_19542	19325	Provirus	218-19542	18	11	0.9287	NA	3	7.4333	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3369	GFS_3369_142	9082	No terminal repeats	NA	12	11	0.9791	NA	3	12.9381	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3369	GFS_3369_27	3822	No terminal repeats	NA	5	11	0.9774	NA	1	4.3766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3369	GFS_3369_421	18020	No terminal repeats	NA	21	11	0.9706	NA	8	26.4964	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3369	GFS_3369_359	4964	No terminal repeats	NA	10	11	0.9703	NA	1	4.108	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3369	GFS_3369_296	5990	No terminal repeats	NA	8	11	0.9674	NA	2	3.0659	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3369	GFS_3369_328	4635	No terminal repeats	NA	6	11	0.9554	NA	1	4.7477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3369	GFS_3369_578	3011	No terminal repeats	NA	5	11	0.9441	NA	2	4.9416	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3369	GFS_3369_508	3840	No terminal repeats	NA	5	11	0.8573	NA	1	1.7137	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3369	GFS_3369_583	4719	No terminal repeats	NA	4	11	0.8561	NA	1	2.9091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3369	GFS_3369_39	9248	No terminal repeats	NA	12	11	0.8392	NA	1	7.8827	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3369	GFS_3369_333	17306	No terminal repeats	NA	13	11	0.81	NA	2	4.7236	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3381	GFS_3381_80|provirus_23373_46885	23513	Provirus	23373-46885	32	11	0.9571	NA	2	17.1119	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3390	GFS_3390_101	14310	No terminal repeats	NA	28	11	0.9643	NA	1	6.7952	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3396	GFS_3396_34	14030	No terminal repeats	NA	18	11	0.9742	NA	2	15.0026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3396	GFS_3396_61	29581	No terminal repeats	NA	30	11	0.9679	NA	1	17.0357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3401	GFS_3401_929	8341	No terminal repeats	NA	5	11	0.9647	NA	1	6.1705	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3401	GFS_3401_389	2173	No terminal repeats	NA	4	11	0.9611	NA	2	6.145	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3401	GFS_3401_504	2463	No terminal repeats	NA	5	11	0.9362	NA	2	4.309	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3401	GFS_3401_712	2690	No terminal repeats	NA	6	11	0.8464	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3428	GFS_3428_39	6269	No terminal repeats	NA	8	11	0.9817	NA	2	8.8271	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3428	GFS_3428_166	89370	DTR	NA	146	11	0.9675	NA	5	46.4974	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3520	GFS_3520_116	11093	No terminal repeats	NA	15	11	0.9258	NA	1	6.8289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3631	GFS_3631_481	1376	No terminal repeats	NA	2	11	0.8692	NA	1	1.6066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3689	GFS_3689_28	5700	No terminal repeats	NA	7	11	0.9831	NA	1	9.7427	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GFS_3689	GFS_3689_1264	3048	No terminal repeats	NA	4	11	0.9829	NA	1	6.6377	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GFS_3689	GFS_3689_1560	4364	No terminal repeats	NA	7	11	0.9825	NA	1	9.8899	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GFS_3689	GFS_3689_407	8342	No terminal repeats	NA	10	11	0.9822	NA	1	10.3097	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GFS_3689	GFS_3689_919	8996	No terminal repeats	NA	10	11	0.9816	NA	1	11.461	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GFS_3689	GFS_3689_19	6503	No terminal repeats	NA	8	11	0.9812	NA	1	5.1505	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GFS_3689	GFS_3689_372	4353	No terminal repeats	NA	5	11	0.9811	NA	1	5.1548	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GFS_3689	GFS_3689_1893	9110	No terminal repeats	NA	11	11	0.9811	NA	1	9.681	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GFS_3689	GFS_3689_427	4030	No terminal repeats	NA	5	11	0.9808	NA	1	6.7925	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GFS_3689	GFS_3689_82	4671	No terminal repeats	NA	9	11	0.98	NA	1	5.1548	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GFS_3689	GFS_3689_693	2774	No terminal repeats	NA	3	11	0.9799	NA	2	4.7321	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3689	GFS_3689_1724	2467	No terminal repeats	NA	2	11	0.9791	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GFS_3689	GFS_3689_2019	2177	No terminal repeats	NA	6	11	0.9786	NA	1	5.1373	Viruses
GFS_3689	GFS_3689_812	10636	No terminal repeats	NA	12	11	0.9781	NA	1	7.5602	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3689	GFS_3689_1300	2723	No terminal repeats	NA	3	11	0.9752	NA	1	3.4357	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GFS_3689	GFS_3689_435	4459	No terminal repeats	NA	6	11	0.9751	NA	1	4.1855	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
GFS_3689	GFS_3689_1456	2417	No terminal repeats	NA	4	11	0.9742	NA	1	4.5449	Viruses;Varidnaviria;Bamfordvirae
GFS_3689	GFS_3689_21	1996	No terminal repeats	NA	4	11	0.9737	NA	1	2.8309	Viruses;Varidnaviria;Bamfordvirae
GFS_3689	GFS_3689_617	1619	No terminal repeats	NA	2	11	0.9737	NA	1	3.2038	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GFS_3689	GFS_3689_306	2504	No terminal repeats	NA	5	11	0.9736	NA	1	5.1521	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GFS_3689	GFS_3689_1126	2479	No terminal repeats	NA	4	11	0.9736	NA	1	4.3317	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GFS_3689	GFS_3689_658	1969	No terminal repeats	NA	5	11	0.9727	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GFS_3689	GFS_3689_1655	1877	No terminal repeats	NA	4	11	0.9719	NA	1	3.1619	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
GFS_3689	GFS_3689_983	1391	No terminal repeats	NA	2	11	0.9702	NA	1	3.2038	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GFS_3689	GFS_3689_2265	3618	No terminal repeats	NA	2	11	0.9693	NA	1	3.3162	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GFS_3689	GFS_3689_1742	2057	No terminal repeats	NA	4	11	0.9674	NA	1	2.887	Viruses;Varidnaviria;Bamfordvirae
GFS_3689	GFS_3689_684	15372	No terminal repeats	NA	13	11	0.9671	NA	1	8.9035	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GFS_3689	GFS_3689_844	1764	No terminal repeats	NA	2	11	0.9661	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GFS_3689	GFS_3689_1835	1134	No terminal repeats	NA	2	11	0.9626	NA	1	2.887	Viruses;Varidnaviria;Bamfordvirae
GFS_3689	GFS_3689_2591	2002	No terminal repeats	NA	4	11	0.9618	NA	2	2.887	Viruses;Varidnaviria;Bamfordvirae
GFS_3689	GFS_3689_108	3583	No terminal repeats	NA	4	11	0.9615	NA	1	3.2948	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GFS_3689	GFS_3689_147	2194	No terminal repeats	NA	3	11	0.9614	NA	1	2.887	Viruses;Varidnaviria;Bamfordvirae
GFS_3689	GFS_3689_1130	2361	No terminal repeats	NA	4	11	0.9595	NA	1	1.7158	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3689	GFS_3689_120	4057	No terminal repeats	NA	5	11	0.9594	NA	1	2.4673	Viruses;Varidnaviria;Bamfordvirae
GFS_3689	GFS_3689_661	2444	No terminal repeats	NA	4	11	0.9566	NA	1	3.1619	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
GFS_3689	GFS_3689_1018	3474	No terminal repeats	NA	7	11	0.9546	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
GFS_3689	GFS_3689_2293	1330	No terminal repeats	NA	2	11	0.9545	NA	1	3.2038	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GFS_3689	GFS_3689_424	2050	No terminal repeats	NA	4	11	0.9539	NA	1	2.9844	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3689	GFS_3689_1534	1334	No terminal repeats	NA	2	11	0.9539	NA	1	2.6407	Viruses
GFS_3689	GFS_3689_520	1806	No terminal repeats	NA	2	11	0.9523	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3689	GFS_3689_971	1127	No terminal repeats	NA	2	11	0.9521	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GFS_3689	GFS_3689_307	1012	No terminal repeats	NA	3	11	0.9511	NA	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae
GFS_3689	GFS_3689_295	4522	No terminal repeats	NA	3	11	0.9477	NA	1	3.4114	Viruses
GFS_3689	GFS_3689_1733	2211	No terminal repeats	NA	4	11	0.9471	NA	1	2.887	Viruses;Varidnaviria;Bamfordvirae
GFS_3689	GFS_3689_1803	1094	No terminal repeats	NA	2	11	0.9447	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GFS_3689	GFS_3689_277	2935	No terminal repeats	NA	3	11	0.9439	NA	1	3.4114	Viruses
GFS_3689	GFS_3689_738	1200	No terminal repeats	NA	2	11	0.943	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GFS_3689	GFS_3689_636	1410	No terminal repeats	NA	2	11	0.9381	NA	1	1.7158	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3689	GFS_3689_72	1002	No terminal repeats	NA	1	11	0.938	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GFS_3689	GFS_3689_1022	2707	No terminal repeats	NA	5	11	0.9369	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GFS_3689	GFS_3689_1387	6652	No terminal repeats	NA	11	11	0.9354	NA	1	4.1855	Viruses;Varidnaviria;Bamfordvirae
GFS_3689	GFS_3689_1488	1395	No terminal repeats	NA	3	11	0.9345	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GFS_3689	GFS_3689_1321	1227	No terminal repeats	NA	1	11	0.9308	NA	1	1.6244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3689	GFS_3689_730	2259	No terminal repeats	NA	5	11	0.9305	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes
GFS_3689	GFS_3689_392	3320	No terminal repeats	NA	1	11	0.9127	NA	1	1.7165	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GFS_3689	GFS_3689_1520	2446	No terminal repeats	NA	6	11	0.907	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GFS_3689	GFS_3689_2487	1608	No terminal repeats	NA	1	11	0.9069	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3689	GFS_3689_1789	1407	No terminal repeats	NA	3	11	0.9069	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Polintoviricetes;Orthopolintovirales
GFS_3689	GFS_3689_878	1618	No terminal repeats	NA	1	11	0.9047	NA	1	1.6244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3689	GFS_3689_1060	1044	No terminal repeats	NA	1	11	0.9042	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales
GFS_3689	GFS_3689_1923	1131	No terminal repeats	NA	2	11	0.9028	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
GFS_3689	GFS_3689_1512	1525	No terminal repeats	NA	1	11	0.8881	NA	1	1.7169	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Maveriviricetes;Priklausovirales
GFS_3689	GFS_3689_290	1216	No terminal repeats	NA	3	11	0.8863	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
GFS_3689	GFS_3689_1191	1655	No terminal repeats	NA	3	11	0.8667	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota
GFS_3689	GFS_3689_712	1146	No terminal repeats	NA	1	11	0.8009	NA	1	1.6244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GFS_3735	GFS_3735_222	6422	No terminal repeats	NA	11	11	0.9801	NA	1	13.1055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
